rErrorMsg,rWouldTakeAgain,rClass,rTextBookUse,easyColor,teacherGrade,rEasy,rClarity,usefulGrouping,rInterest,sId,quality,id,rStatus,attendance,teacherRatingTags,rOverallString,rComments,rDate,TeacherID,takenForCredit,onlineClass,notHelpCount,rHelpful,teacher,helpColor,rEasyString,unUsefulGrouping,rOverall,helpCount,clarityColor
,N/A,CSE110,No,good,C,4,3,person,Sorta interested,45,good,24061475,1,N/A,"[u'LOTS OF HOMEWORK', u'BEWARE OF POP QUIZZES', u'Caring']",3.5,"This was my first ever programming class and it was a struggle for me as the semester went on. In the first few weeks, it was easy and VERY basic; however, as the semester went on the assignment took 4+ hours to complete and even then I didn't finish some of them. He does however drop the lowest midterm, assignment, and (pop) quiz.",12/13/2014,1947744,Yes,,0,4,,average,4.0,people,3.5,1,average
,N/A,CSE110,Yes,average,N/A,3,4,person,Sorta interested,45,good,24038659,1,N/A,"[u""Skip class? You won't pass."", u'BEWARE OF POP QUIZZES', u'LOTS OF HOMEWORK']",4.0,"I thought this class was relatively easy. He taught as much as he could about how to program but you cant teach people how to be as logicalas a computer, which is a huge part of programming. The only thing that was hard was some of the methods in the later assignments but the rest was pretty easy.",12/11/2014,1947744,Yes,,0,4,,good,3.0,people,4,1,good
,No,EEE230,Yes,good,N/A,5,2,person,N/A,45,poor,26889280,1,Not Mandatory,"[u'Tough Grader', u'Get ready to read', u'BEWARE OF POP QUIZZES']",2.0,"He is an okay professor, but tough grader, and doesn't explain very well.",08/12/2016,1947744,Yes,,3,2,,average,5.0,people,2,1,average
,N/A,CSE110,No,average,A,3,3,people,Sorta interested,45,good,25390840,1,Not Mandatory,[u'LECTURE HEAVY'],3.5,I went to office hours and he was very helpful. He's always willing to meet with you outside of class. Lectures were ok but you can honestly just read from the book or look online since its a 110 class. He gives pop quizzes that are usually about the material that he just went over in class so pay attention. He gave the textbook for free.,11/11/2015,1947744,Yes,,0,4,,average,3.0,people,3.5,0,average
,N/A,CSE230,Yes,good,N/A,4,4,person,Sorta interested,45,awesome,24799098,1,N/A,"[u'Caring', u'Respected', u'Tough Grader']",4.5,"Great guy, tough class. I was failing the class due to the tests, but when I went in to his office hours he would give me extra points, and tips to do well. I managed to bring my grade up to a B because he was so nice",05/11/2015,1947744,Yes,,0,5,,good,4.0,people,4.5,1,good
,N/A,CSE230,No,good,C,4,2,people,Really into it,45,average,24746084,1,Mandatory,"[u'Tough Grader', u""Skip class? You won't pass.""]",2.5,"Easy homework and easy quizzes may initially fool you into thinking this is an easy class, but it shouldn't take you more than a few seconds into the test to realize you're toast. For anyone who chooses to take this class, to study for the tests you should study the stuff he didn't cover in class, because there's a lot of it on his tests.",05/05/2015,1947744,Yes,,0,3,,average,4.0,people,2.5,0,average
,N/A,CSE230,Yes,average,A+,2,5,person,Sorta interested,45,awesome,24719255,1,Mandatory,"[u'LOTS OF HOMEWORK', u'BEWARE OF POP QUIZZES', u'Caring']",5.0,"Mayron is great. Gives good lectures and tries to make things as interesting as possible. HW and quizzes are usually a breeze if you have been paying attention in class. Tests aren't bad if you study, plus he allows note sheets. I would gladly take him again, if I had to take more hardware classes (I'm CS not CSE). ",05/01/2015,1947744,Yes,,0,5,,good,2.0,people,5,1,good
,N/A,EEE230,No,average,N/A,2,4,person,Sorta interested,45,good,24683695,1,N/A,[],4.0,"I have no complaints against Dr. Mayron. He's obviously very interested in the subject and does a great job teaching it in depth considering its only a 200 level class. Don't understand why people are complaining about the homework, I thought they were pretty reasonable.",04/28/2015,1947744,Yes,,0,4,,good,2.0,people,4,1,good
,N/A,CSE230,Yes,poor,N/A,1,5,person,It's my life,45,awesome,24616039,1,N/A,"[u'BEWARE OF POP QUIZZES', u'Gives good feedback', u'Inspirational']",5.0,"Don't listen to anyone here. Mayron is a great professor for CSE 230. If you go to his office hours, he will explain the homework and quizzes. Easy A. Sometimes he may add points to your grade as well",04/17/2015,1947744,Yes,,0,5,,good,1.0,people,5,1,good
,N/A,CSE230,No,average,A+,2,5,people,It's my life,45,awesome,24571813,1,Not Mandatory,"[u'LOTS OF HOMEWORK', u'BEWARE OF POP QUIZZES', u'Respected']",5.0,"The most useful office hours i've ever been to. Extremely open to suggestions and actually changes his class depending on the feedback he gets. The quizzes are tough but they'd be fine if you actually listen in class.  With a little bit of effort, an A is definitely doable.",04/09/2015,1947744,Yes,,0,5,,good,2.0,people,5,2,good
,N/A,CSE230,No,good,N/A,4,2,people,Sorta interested,45,average,24504642,1,N/A,"[u'Get ready to read', u'BEWARE OF POP QUIZZES', u'LOTS OF HOMEWORK']",3.0,"His tests are fair, there are 2 of them each semester, and a final. Weekly quizzes that make you have to attend class. The assignments are impossible to do, even tutors at the tutoring center struggle to help get these completed and they are extremely time consuming. I would recommend NOT taking Mayron for CSE 230. ",03/26/2015,1947744,Yes,,1,4,,average,4.0,person,3,0,average
,N/A,CSE230,No,good,N/A,5,3,people,Really into it,45,average,24504641,1,N/A,"[u'Tough Grader', u'LOTS OF HOMEWORK', u'BEWARE OF POP QUIZZES']",2.5,"He writes assignments specifically to make them too hard to do, the tests are hard, and he just mumbles through his error-ridden slides. Quizes seem to be written just to bring your grade down bit by bit, and if you ask him a question he will talk down to you.",03/26/2015,1947744,Yes,,3,2,,average,5.0,people,2.5,0,average
,N/A,CSE110,Yes,average,A,2,4,people,Really into it,45,awesome,24220570,1,Mandatory,"[u'Caring', u'Clear grading criteria']",4.5,"He is awesome! If you go into his office hours, he will really help you! Also his tests are out of 15 points, but he gives back points if you go in and talk to him! You do have to study if you are new to programming, but overall he is a good prof and very helpful! ",01/03/2015,1947744,Yes,,0,5,,good,2.0,people,4.5,3,good
,N/A,CSE485,No,average,N/A,2,4,person,Sorta interested,45,awesome,24123550,1,N/A,"[u'Participation matters', u'GROUP PROJECTS']",4.5,"Take him for capstone! Laid-back, friendly, approachable. Emphasizes professionalism and teamwork. Two presentations during semester, one individual and one group. Requires LOTS of group participation outside class. A few useless assignments (essay in a CS class?). Grading is pretty lenient. If you demonstrate effort, your grade will reflect it.",12/17/2014,1947744,Yes,,0,5,,good,2.0,people,4.5,1,good
,N/A,CSE110,No,good,C,4,3,person,Sorta interested,45,good,24061475,1,N/A,"[u'BEWARE OF POP QUIZZES', u'LOTS OF HOMEWORK', u'Caring']",3.5,"This was my first ever programming class and it was a struggle for me as the semester went on. In the first few weeks, it was easy and VERY basic; however, as the semester went on the assignment took 4+ hours to complete and even then I didn't finish some of them. He does however drop the lowest midterm, assignment, and (pop) quiz.",12/13/2014,1947744,Yes,,0,4,,average,4.0,people,3.5,1,average
,N/A,CSE110,Yes,average,N/A,3,4,person,Sorta interested,45,good,24038659,1,N/A,"[u""Skip class? You won't pass."", u'LOTS OF HOMEWORK', u'BEWARE OF POP QUIZZES']",4.0,"I thought this class was relatively easy. He taught as much as he could about how to program but you cant teach people how to be as logicalas a computer, which is a huge part of programming. The only thing that was hard was some of the methods in the later assignments but the rest was pretty easy.",12/11/2014,1947744,Yes,,0,4,,good,3.0,people,4,1,good
,N/A,CSE320,Yes,good,N/A,5,1,people,It's my life,45,awful,21985183,1,N/A,[],1.0,"I took this class Spring 2010. Sarma Vrudhula is the prime example of teachers that I hate at ASU. He does not care about his students at all only his research. No help from him on projects and he will only cover something once,office hours he will say he covered it in class and make you feel stupid. Our whole class did the project together.",07/21/2013,867659,N/A,,2,1,,poor,5.0,people,1,6,poor
,N/A,CSE320,No,good,N/A,4,1,people,Really into it,45,awful,21775641,1,N/A,[],1.0,He seems swell at first with all his talking and enthusiasm but when it comes down to it you learn very little from his lectures and he makes his office hours mandatory to learn content. Most enjoyably class at ASU I have had to date.,05/16/2013,867659,N/A,,1,1,,poor,4.0,person,1,2,poor
,N/A,CSE591,Yes,good,N/A,5,3,people,Low,45,poor,21080675,1,N/A,[],2.0,Worst professor. Not at all transparent. Does not even upload final exam marks before posting the final grade. No office hours to discuss grades.And worst of all gives absolute grading.,12/15/2012,867659,N/A,,1,1,,average,5.0,person,2,2,average
,N/A,CSE320,No,good,N/A,5,1,people,Meh,45,awful,17465028,1,N/A,[],1.0,"worst professor, and his TA is  the worst one (Mahdi). I prefer to stay at home rather than taking a class with this guy. lectures are not clear, hard projects, not fair in grading, hard exams!! is there something worst than this&#63;&#63;&#63;",07/30/2010,867659,N/A,,1,1,,poor,5.0,person,1,0,poor
,N/A,CSE310,No,good,N/A,5,1,person,It's my life,45,awful,17440837,1,N/A,[],1.0,"I think if there is a list of worst professor on the world, Vrudhula will be on the top of that list. Non of my friends recommend him but I had to take his class cuz he is the only teaching. His lectures are garbages and all his homework are copied from another universities just google them and you find out!!!",07/22/2010,867659,N/A,,2,1,,poor,5.0,people,1,1,poor
,N/A,CSE320,No,good,N/A,5,5,people,Low,45,good,17039236,1,N/A,[],3.5,"This guy is a brilliant man, but a horrible teacher. Lectures are interesting but have absolutely nothing to do with the homework. Homework is time consuming and not worth the percentage given. Good luck trying to synthesize everything he wants done on the homework. Save yourself the drop and pick another teacher.",04/22/2010,867659,N/A,,1,2,,average,5.0,person,3.5,0,good
,N/A,CSE320,No,average,N/A,3,2,person,Really into it,45,poor,15842499,1,N/A,[],2.0,"Took a while to get used to.  The first half of the class was possible because the grader during that portion was easy on everyone.  The second half was harder with a different grader.  You'll have to do all your own research on how to do the assignments, and it will be frustrating at times, but once you get the rhythm of the class, it's easy.",05/15/2009,867659,N/A,,0,2,,average,3.0,people,2,1,average
,N/A,CSE320,No,good,N/A,5,1,people,It's my life,45,awful,15790151,1,N/A,[],1.0,"AVOID!!! Lectures are interesting, but the assignments have nothing to do with them. The wording of the q`s and the requirements were so vague that it took me longer to find out what needs to be done then to do it. The grading was VERY harsh. Pts were taken for not having things that were never requested. There were 2 TA`s both absolutely useless.",05/07/2009,867659,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE320,No,good,N/A,5,2,people,Really into it,45,poor,15561335,1,N/A,[],1.5,"Avoid his class if possible.  This is a brilliant man, who is probably great at research, but unfortunately doesn't seem to work well as a teacher.  He lectures on theory but assigns application-based work on systems he doesn't even understand.",03/24/2009,867659,N/A,,0,1,,poor,5.0,people,1.5,0,average
,N/A,CSE320,No,good,N/A,5,1,people,Meh,45,awful,15548201,1,N/A,[],1.0,"Worst teacher I've ever had.  His assignments are absurdly difficult, and largely irrelevant to his lecture.  He expects us to completely understand the synthesis tools, when it's evident he doesn't even fully grasp them.  Do whatever is necessary to avoid this teacher.",03/19/2009,867659,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE320,No,good,N/A,4,4,people,Sorta interested,45,good,14247104,1,N/A,[],4.0,"I really appreciate the professor's method of instruction, seeing real life examples  that drive home the point are very helpful to learning. I really appreciate the way  the professor encourages student participation. I think this particular professor gets a lot of critisism from other students because he expects a lot.",04/05/2008,867659,N/A,,2,4,,good,4.0,people,4,0,good
,N/A,CSE421,No,good,N/A,5,5,people,Meh,45,average,12493558,1,N/A,[],3.0,No Comments,11/30/2006,867659,N/A,,0,1,,average,5.0,people,3,0,good
,N/A,CSE421,N/A,good,N/A,5,2,people,Meh,45,poor,12094624,1,N/A,[],2.0,"do NOT take vrudhula!!! first of all, he's horrible giving presentations. his notes consist of definitions that are better given out on powerpoint slides. his writing is horrible. there were no textbooks to study the material, only thing avaiable was a 2000 pages reference lab manual. worst of all, the avg for his final exam was 32%. YES, that is 3",07/21/2006,867659,N/A,,0,2,,average,5.0,people,2,0,average
,N/A,CSE320,Yes,good,N/A,5,1,people,It's my life,45,awful,21985183,1,N/A,[],1.0,"I took this class Spring 2010. Sarma Vrudhula is the prime example of teachers that I hate at ASU. He does not care about his students at all only his research. No help from him on projects and he will only cover something once,office hours he will say he covered it in class and make you feel stupid. Our whole class did the project together.",07/21/2013,867659,N/A,,2,1,,poor,5.0,people,1,6,poor
